,id,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
34,AS14.01,2014-03-29,8.0,0.0,1.0,0.06820281010186964,8322.6219997406,4,1,1952.63,2720.6920000000005,1627.4289999999999,0.0,0.0,0.0,169.59399999999997,472.88800000000003,52.434999999999995,1952.63,600.637,0.0
35,AS14.01,2014-03-30,7.5,0.0,1.0,0.049092970521542004,4523.2140009403265,0,0,414.365,1298.5049999999999,1535.677,0.0,0.0,0.0,74.003,167.685,0.0,414.365,38.296,0.0
36,AS14.01,2014-03-31,7.4,0.0,1.0,0.07050548088338955,11836.834000349041,6,0,2961.4050000000007,5332.637,1758.92,41.254999999999995,51.176,0.0,268.554,1350.655,183.38100000000003,2961.4050000000007,210.305,0.0
37,AS14.01,2014-04-01,6.0,0.0,0.0,0.11844324271273599,17173.906002044678,1,0,1385.5169999999991,6095.525999999998,1030.6370000000002,547.8259999999999,234.741,92.388,121.19,5040.067,1614.6209999999996,1385.5169999999991,517.636,0.0
38,AS14.01,2014-04-02,6.5,0.0,1.0,0.10191661063822344,21358.510999917988,4,0,3614.3489999999993,6920.155999999998,1343.3760000000002,247.777,0.0,90.481,541.541,3428.7920000000004,0.0,3614.3489999999993,341.371,0.0
39,AS14.01,2014-04-03,6.4,-1.0,0.0,0.04923847270844107,21401.835000753403,4,0,2321.464000000001,14438.081999999999,1293.631,76.234,0.0,0.0,213.902,3154.2410000000004,19.082,2321.464000000001,182.772,0.0
40,AS14.01,2014-04-04,6.2,0.0,0.0,0.12668931120732582,12379.411000013357,2,1,1957.8289999999995,5481.627999999998,1545.227,0.0,0.0,0.0,176.80100000000004,2086.1969999999997,158.24099999999999,1957.8289999999995,128.69199999999998,0.0
41,AS14.01,2014-04-05,6.8,0.0,1.0,0.1190023022034455,3340.4309999942784,0,0,15159.189999999993,1885.4089999999994,76.369,0.0,0.0,0.0,81.133,363.20799999999997,187.94500000000002,15159.189999999993,118.95599999999999,0.0
42,AS14.01,2014-04-06,6.5,-1.0,0.0,0.06440779944246815,7467.321999788282,4,0,4548.661999999999,3355.742999999999,187.214,0.0,114.406,0.0,119.12,321.46000000000004,0.0,4548.661999999999,46.249,0.0
43,AS14.01,2014-04-07,6.5,-1.0,0.0,0.050670621174317886,9846.380999803541,1,0,927.3769999999996,7355.015000000007,447.121,46.128,0.0,17.107,170.348,1475.4180000000001,60.247,927.3769999999996,205.81100000000004,0.0
44,AS14.01,2014-04-08,6.6,0.0,0.0,0.07532705826134847,15101.13200187683,1,0,892.6889999999999,9477.553000000002,3466.479,19.131,0.0,0.0,209.514,2655.121,0.0,892.6889999999999,36.143,0.0
45,AS14.01,2014-04-09,7.4,-1.0,1.0,0.12038411453232878,13558.28900098801,4,0,1638.6169999999977,6177.075999999997,940.7699999999999,0.0,0.0,0.0,346.654,2826.349999999999,0.0,1638.6169999999977,577.359,0.0
46,AS14.01,2014-04-10,7.4,0.0,1.0,0.07896310519489107,9296.09899926186,7,0,715.3549999999999,4881.411000000001,1858.893,0.0,1.059,23.195,107.919,1174.7170000000003,0.0,715.3549999999999,377.68699999999995,0.0
47,AS14.01,2014-04-11,7.0,-1.0,1.0,0.07998620207306052,10526.846000194553,0,0,3369.031000000001,3336.591999999999,1976.1380000000001,94.09300000000002,0.0,0.0,51.452,596.8070000000001,34.234,3369.031000000001,214.648,0.0
48,AS14.01,2014-04-12,7.25,-1.0,1.0,0.07224906147031818,11750.809000968926,0,0,302.446,6595.082999999999,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,302.446,352.39199999999994,0.0
49,AS14.01,2014-04-13,8.0,-1.0,1.0,0.014021328954370723,2005.7509992122657,0,0,447.4149999999999,1096.7949999999998,249.392,82.413,0.0,0.0,94.20899999999999,34.501999999999995,0.0,447.4149999999999,0.0,0.0
50,AS14.01,2014-04-14,7.2,-1.0,1.0,0.08388731446988419,17985.447999238968,1,1,961.5809999999999,6486.284,6265.5560000000005,89.323,0.0,0.0,145.09599999999998,2921.985,29.104,961.5809999999999,986.0140000000001,0.0
51,AS14.01,2014-04-15,6.4,0.0,1.0,0.09011215278072526,13585.222998380668,8,1,1596.3559999999986,6224.230999999999,944.522,13.043,0.0,0.0,110.415,4428.209999999999,8.363,1596.3559999999986,279.793,0.0
52,AS14.01,2014-04-16,7.2,1.0,0.0,0.1161103361271222,12522.474998950958,0,1,923.6130000000004,5175.015999999999,426.73400000000004,0.0,0.0,0.0,40.784000000000006,1912.852,0.0,923.6130000000004,223.587,0.0
53,AS14.01,2014-04-17,6.6,0.0,1.0,0.05691785667209682,15018.480000734338,2,0,552.2009999999999,11853.338999999998,142.24099999999999,0.0,0.0,0.0,53.763,2107.1459999999997,0.0,552.2009999999999,49.718,0.0
54,AS14.01,2014-04-18,6.8,-1.0,1.0,0.09403300669497607,13490.728999614708,1,0,1860.897999999999,5341.657000000002,774.354,119.163,0.0,0.0,47.789,1993.9220000000003,63.873999999999995,1860.897999999999,88.68,0.0
55,AS14.01,2014-04-19,7.8,0.0,1.0,0.09943191172384025,13293.2480006218,1,0,946.1899999999995,2728.2599999999998,469.274,95.629,29.084,0.0,31.482000000000003,396.6720000000001,128.89,946.1899999999995,305.79600000000005,0.0
56,AS14.01,2014-04-20,7.25,0.0,1.0,0.07481624304311599,8343.518000364305,2,2,897.086,4984.723999999999,727.492,10.606,0.0,0.0,34.202,2237.7419999999993,0.0,897.086,121.03500000000001,0.0
57,AS14.01,2014-04-21,7.6,0.0,1.0,0.10204105896824718,3832.9909992218018,2,0,3442.231999999999,2004.3469999999998,74.88,33.266000000000005,0.0,0.0,58.049,428.972,68.278,3442.231999999999,210.88199999999998,0.0
58,AS14.01,2014-04-22,7.4,0.0,1.0,0.09192955182229205,15490.269999265669,2,0,2212.954,11360.912999999997,1101.0169999999998,38.452999999999996,0.0,0.0,63.16,1422.5479999999998,0.0,2212.954,423.215,0.0
59,AS14.01,2014-04-23,7.6,0.0,1.0,0.04598568913376552,14535.339999437334,1,0,1130.842,8928.471999999994,347.42699999999996,18.051,0.0,0.0,42.397999999999996,526.598,0.0,1130.842,246.944,0.0
60,AS14.01,2014-04-24,7.6,0.0,1.0,0.05090298819403429,22086.47800016404,1,0,1466.2709999999993,9692.133000000005,4464.974999999999,209.937,0.0,0.0,31.933,2688.536,51.184,1466.2709999999993,716.1969999999998,0.0
61,AS14.01,2014-04-25,7.2,0.0,1.0,0.10906106363682744,13973.941999673845,2,1,817.6129999999997,7279.143999999997,650.8319999999999,21.071,0.0,0.0,68.847,2227.6940000000004,63.315999999999995,817.6129999999997,347.974,0.0
62,AS14.01,2014-04-26,7.6,0.0,1.0,0.214248771624235,15482.018999338148,3,4,864.5189999999999,2567.8569999999995,125.556,27.267,0.0,0.0,46.205,2368.377,470.77299999999997,864.5189999999999,315.76300000000003,0.0
63,AS14.01,2014-04-27,7.5,0.0,1.0,0.030478923798963695,5700.562000036241,0,0,1291.3139999999999,2431.4979999999982,1510.221,0.0,0.0,0.0,1056.684,27.47,0.0,1291.3139999999999,60.337999999999994,0.0
64,AS14.01,2014-04-28,7.6,-1.0,1.0,0.0196753225383989,10807.829999685287,2,0,1312.0009999999988,4697.371999999997,1548.438,465.253,0.0,0.0,72.584,2423.933,0.0,1312.0009999999988,380.193,0.0
65,AS14.01,2014-04-29,7.0,0.0,1.0,0.10275824852950448,7873.291999101637,0,0,5289.913000000002,3834.645000000002,1562.5330000000001,0.0,333.305,0.0,40.472,411.485,41.982,5289.913000000002,410.436,0.0
66,AS14.01,2014-04-30,7.8,0.0,1.0,0.15105145904074724,9175.6049990654,1,0,844.9629999999995,3550.6179999999995,504.86199999999997,375.022,0.0,0.0,185.78300000000002,89.166,272.798,844.9629999999995,112.295,0.0
67,AS14.01,2014-05-01,8.0,0.0,1.0,0.037065268147657024,15516.951998472217,7,4,1876.1129999999998,8191.410000000002,470.866,1321.104,0.0,28.098,44.43,4918.941999999999,0.0,1876.1129999999998,269.56899999999996,0.0
68,AS14.01,2014-05-02,7.6,0.0,1.0,0.07734101929677568,15088.519000768661,0,0,795.4359999999999,7925.918000000001,352.888,1069.7480000000003,0.0,0.0,32.443,771.266,0.0,795.4359999999999,11.083,0.0
69,AS14.01,2014-05-03,8.0,0.0,1.0,0.07174088489517205,8186.036000728605,0,1,753.2569999999995,4539.776000000001,2761.95,296.313,0.0,0.0,40.569,205.602,143.631,753.2569999999995,125.60500000000002,0.0
70,AS14.01,2014-05-04,8.0,0.0,1.0,0.13619180837703834,5889.194999456405,0,0,1758.438,3381.6890000000003,928.4060000000001,0.0,0.0,0.0,35.525000000000006,494.677,0.0,1758.438,0.0,0.0
99,AS14.02,2014-03-16,6.333333333333333,0.0,0.0,,4902.626999616625,4,1,2437.0460000000007,3151.829000000001,88.392,0.0,0.0,0.0,408.10599999999994,181.59099999999998,0.0,2437.0460000000007,0.0,0.0
100,AS14.02,2014-03-17,6.75,0.0,0.0,0.16806841495032573,10159.769001245493,4,0,1229.3469999999995,4518.116000000002,2511.178,0.0,0.0,0.0,103.69899999999998,103.02799999999999,0.0,1229.3469999999995,0.0,0.0
101,AS14.02,2014-03-18,8.2,1.0,1.0,0.2194843842554376,4512.4710013866425,15,1,2604.5209999999997,3933.0809999999997,88.94299999999998,0.0,0.0,0.0,88.72200000000001,212.36399999999998,0.0,2604.5209999999997,0.0,0.0
102,AS14.02,2014-03-19,6.8,0.0,0.0,0.3156317568506432,8182.757000207904,5,1,1554.5580000000007,2596.9889999999996,196.13899999999998,0.0,0.0,0.0,105.536,47.815,567.165,1554.5580000000007,0.0,0.0
103,AS14.02,2014-03-20,7.25,0.0,1.0,0.23902496021034733,4360.33400130272,10,1,1777.977,2154.371,148.18,0.0,0.0,0.0,86.857,131.598,0.0,1777.977,0.0,0.0
104,AS14.02,2014-03-21,7.5,-1.0,1.0,0.2896279249001075,11155.85099911689,10,1,2230.303000000001,2858.446,459.604,0.0,0.0,0.0,37.944,388.02099999999996,442.296,2230.303000000001,0.0,0.0
105,AS14.02,2014-03-22,6.5,-1.0,0.0,0.44604368683290124,7589.562002897266,25,1,1930.2659999999987,1852.2559999999994,662.9110000000001,0.0,0.0,0.0,43.204,408.667,780.6170000000002,1930.2659999999987,0.0,0.0
106,AS14.02,2014-03-23,6.25,-1.0,0.0,0.26969715703353236,4528.527000665666,8,1,894.506,1839.8990000000001,388.09799999999996,0.0,0.0,0.0,61.865,171.994,1263.1890000000005,894.506,0.0,0.0
107,AS14.02,2014-03-24,6.4,0.0,0.0,0.15612466250149995,2766.6489994525905,5,0,1073.4959999999999,3012.1810000000005,532.013,0.0,0.0,0.0,81.80799999999999,232.801,0.0,1073.4959999999999,0.0,0.0
108,AS14.02,2014-03-25,7.75,-1.0,1.0,0.23051365485645373,4637.388000011445,7,0,2806.9309999999973,2788.7509999999993,459.58900000000006,0.0,0.0,0.0,50.375,148.447,0.0,2806.9309999999973,0.0,0.0
109,AS14.02,2014-03-26,7.2,-1.0,0.0,0.2939534624058422,6069.630000829697,5,0,1736.7440000000001,2533.849,767.1450000000001,0.0,0.0,0.0,41.95,1562.0229999999997,0.0,1736.7440000000001,0.0,0.0
110,AS14.02,2014-03-27,7.25,0.0,0.0,0.228849008922151,5746.980998754502,3,0,2267.1240000000003,2997.043,490.78099999999995,0.0,0.0,0.0,731.853,81.366,0.0,2267.1240000000003,67.16300000000001,0.0
111,AS14.02,2014-03-28,6.8,-1.0,1.0,0.2615983280781395,3969.580999135971,8,2,1053.1149999999998,1245.1270000000002,707.64,0.0,0.0,0.0,125.66900000000001,2717.2150000000006,0.0,1053.1149999999998,0.0,0.0
112,AS14.02,2014-03-29,7.25,-1.0,0.0,0.4324693550603951,4403.242997646333,4,0,17416.279999999995,2141.489,1063.268,0.0,0.0,0.0,52.841,523.8539999999999,501.64399999999995,17416.279999999995,0.0,0.0
113,AS14.02,2014-03-30,7.0,-1.0,1.0,0.24188730879396786,3937.0419988632193,10,1,772.7870000000001,1110.8560000000002,1278.5939999999998,0.0,0.0,0.0,113.22800000000001,322.90100000000007,0.0,772.7870000000001,0.0,0.0
114,AS14.02,2014-03-31,7.2,-1.0,0.0,0.15637292366427652,4774.145999193192,14,2,1186.2989999999998,2481.3219999999997,354.9650000000001,0.0,0.0,0.0,81.74099999999999,2038.631,0.0,1186.2989999999998,0.0,0.0
115,AS14.02,2014-04-01,7.4,0.0,1.0,0.2619605321890545,3297.737997055054,2,1,2790.014000000001,1322.6100000000006,76.976,0.0,0.0,0.0,186.41299999999998,191.12099999999998,345.20000000000005,2790.014000000001,0.0,0.0
116,AS14.02,2014-04-02,6.4,-1.0,0.0,0.31912056179963355,6883.828001737595,2,0,1964.2099999999996,2942.4229999999993,1021.454,0.0,0.0,0.0,128.74400000000003,317.90100000000007,0.0,1964.2099999999996,0.0,0.0
117,AS14.02,2014-04-03,5.75,0.0,0.0,0.3225058399099886,6814.300000905989,2,0,1269.2989999999995,3595.4310000000005,548.7869999999999,0.0,0.0,0.0,56.132,122.42099999999998,318.294,1269.2989999999995,0.0,0.0
118,AS14.02,2014-04-04,6.4,-1.0,0.0,0.22727035660896044,3653.3700008392334,5,0,1121.6889999999999,2809.436,809.728,0.0,0.0,0.0,148.852,141.32000000000002,0.0,1121.6889999999999,0.0,0.0
119,AS14.02,2014-04-05,7.4,0.0,1.0,0.3219197224805253,13067.926001548763,9,1,1957.0869999999989,2309.6590000000006,794.4839999999999,0.0,0.0,0.0,100.89699999999999,258.611,388.071,1957.0869999999989,0.0,0.0
120,AS14.02,2014-04-06,4.5,-1.0,-1.0,0.21520952016085246,3649.967998504639,6,0,576.3849999999999,1224.3220000000001,618.9800000000001,0.0,0.0,0.0,30.011000000000003,391.542,0.0,576.3849999999999,0.0,0.0
121,AS14.02,2014-04-07,6.8,0.0,1.0,0.13652373439609958,6366.526998281478,2,0,1482.9479999999996,3761.1790000000005,737.9159999999998,0.0,0.0,0.0,106.148,2008.1839999999997,0.0,1482.9479999999996,0.0,0.0
122,AS14.02,2014-04-08,6.25,0.0,0.0,0.2619510376215639,4079.1519994735736,10,1,1184.7779999999989,2265.855,193.48,0.0,0.0,0.0,134.434,636.253,0.0,1184.7779999999989,0.0,0.0
123,AS14.02,2014-04-09,7.25,0.0,0.0,0.24720984804489024,5757.426000595092,12,1,1427.022,2255.544999999999,627.236,0.0,0.0,0.0,61.397,294.3209999999999,0.0,1427.022,0.0,0.0
124,AS14.02,2014-04-10,7.25,0.0,1.0,0.2607506038432931,7844.238998651504,1,1,1303.4519999999998,2726.237000000002,695.3240000000001,0.0,0.0,0.0,141.214,566.807,525.1129999999999,1303.4519999999998,2.045,0.0
125,AS14.02,2014-04-11,6.5,0.0,0.0,0.4244814273084368,5810.030001163483,7,1,1548.1920000000007,2343.7930000000006,700.7239999999999,0.0,0.0,0.0,136.128,319.645,630.9290000000002,1548.1920000000007,0.0,0.0
126,AS14.02,2014-04-12,6.0,-2.0,-1.0,0.3783017333120428,3658.8190011978154,6,1,1826.668,1516.7670000000003,0.0,0.0,0.0,0.0,11.016,157.19199999999998,362.18500000000006,1826.668,6.986,0.0
127,AS14.02,2014-04-13,7.2,-1.0,0.0,0.28982011828279997,2174.8709976673135,1,0,510.91299999999984,855.219,371.52000000000004,0.0,0.0,0.0,79.11199999999998,123.07099999999998,159.646,510.91299999999984,0.0,0.0
128,AS14.02,2014-04-14,8.0,1.0,1.0,0.18707405017212794,2773.0430009365086,8,7,809.9719999999999,1822.4770000000003,95.772,0.0,0.0,0.0,21.182,56.817,0.0,809.9719999999999,84.48800000000001,0.0
129,AS14.02,2014-04-15,7.25,0.0,0.0,0.1736288831786874,701.2870004177096,14,1,98.26600000000002,445.91700000000003,19.658,0.0,0.0,0.0,0.0,25.386000000000003,0.0,98.26600000000002,0.0,0.0
130,AS14.02,2014-04-16,6.666666666666667,0.0,0.0,0.3532763532763534,109.28399968147278,16,1,125.13300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.13300000000001,0.0,0.0
131,AS14.02,2014-04-17,6.5,0.0,0.0,0.4700854700854705,41.23499965667722,10,7,2.007,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.007,0.0,0.0
132,AS14.02,2014-04-18,6.5,0.0,0.0,,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,AS14.02,2014-04-19,5.666666666666667,-1.0,0.0,0.5,187.3220000267031,1,0,10.09,72.34100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0
134,AS14.02,2014-04-20,5.0,-1.0,0.0,,0.0,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,AS14.02,2014-04-21,5.5,0.0,0.0,,0.0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,AS14.02,2014-04-22,5.666666666666667,-1.0,0.0,0.075,13.08000016212468,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0
137,AS14.02,2014-04-23,5.5,0.0,0.0,0.142857142857143,0.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,AS14.02,2014-04-24,7.0,0.0,0.0,0.0344827586206897,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,AS14.02,2014-04-25,9.0,-1.0,1.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,AS14.03,2014-03-21,9.0,1.0,2.0,,1664.9540009498596,5,2,168.05499999999998,1724.7389999999998,946.017,0.0,0.0,10.046,543.588,0.0,0.0,168.05499999999998,0.0,0.0
169,AS14.03,2014-03-22,7.8,1.0,1.0,0.1913883086450861,2643.5370004177103,8,1,482.0880000000001,458.49500000000006,3915.524000000001,0.0,0.0,0.0,89.21600000000001,0.0,168.54500000000002,482.0880000000001,4.35,0.0
170,AS14.03,2014-03-23,8.2,0.0,1.0,0.10024669839421169,5048.337000608445,1,1,492.5759999999999,1503.1219999999998,1741.3909999999998,36.364,0.0,161.998,251.52900000000005,0.0,275.40500000000003,492.5759999999999,0.0,44.854
171,AS14.03,2014-03-24,7.8,-1.0,1.0,0.09074022242156703,6248.045999526978,3,0,92.246,2282.3360000000002,3908.0430000000006,105.217,0.0,125.325,851.0169999999999,0.0,0.0,92.246,5.136,0.0
172,AS14.03,2014-03-25,7.8,0.0,1.0,0.13276828552349199,3791.112000226975,6,1,1044.495,1305.0980000000002,1351.416,447.543,0.0,141.07600000000002,133.63,0.0,0.0,1044.495,28.843,0.0
173,AS14.03,2014-03-26,8.25,0.0,1.0,0.0911532011403041,3985.9769988059993,1,0,118.639,1294.7890000000004,2355.873,87.141,0.0,20.684,72.67999999999999,0.0,12.84,118.639,0.0,0.0
174,AS14.03,2014-03-27,7.75,0.0,0.0,0.10319575369873081,3275.6320016384116,3,1,588.336,931.6620000000003,1653.7570000000005,0.0,0.0,13.437,60.032,0.0,0.0,588.336,17.490000000000002,0.0
175,AS14.03,2014-03-28,8.0,0.0,2.0,0.1046792879790665,3250.4419982433324,3,0,277.5259999999999,940.8790000000004,3351.7909999999993,0.0,0.0,46.205999999999996,246.37599999999998,0.0,0.0,277.5259999999999,7.045,0.0
176,AS14.03,2014-03-29,8.6,0.0,2.0,0.16337733775865063,2261.3910005092634,0,1,19.31,152.92800000000003,2529.227999999999,49.371,0.0,0.0,104.425,0.0,0.0,19.31,0.0,0.0
177,AS14.03,2014-03-30,8.4,0.0,1.0,0.16465071526667882,3568.718999385834,1,0,12.869,1223.6229999999998,2039.8139999999999,0.0,0.0,26.284,186.054,0.0,0.0,12.869,0.0,31.955000000000002
178,AS14.03,2014-03-31,7.4,0.0,1.0,0.08363358459550868,9398.243999958038,3,1,2044.996,4412.684999999999,1699.4679999999998,77.491,0.0,0.0,98.78600000000002,0.0,0.0,2044.996,5.16,0.0
179,AS14.03,2014-04-01,7.6,0.0,0.0,0.097414340146311,3205.793999433517,2,0,543.663,711.7979999999999,1626.554,58.641,0.0,62.489999999999995,203.23399999999998,0.0,0.0,543.663,0.0,0.0
180,AS14.03,2014-04-02,7.4,0.0,1.0,0.0786881382869165,3364.240000724794,2,0,854.1980000000002,820.558,1981.5039999999995,65.439,0.0,18.699,98.84199999999998,0.0,54.144999999999996,854.1980000000002,0.0,0.0
181,AS14.03,2014-04-03,7.8,0.0,1.0,0.08363645439998374,2312.74599981308,1,0,19586.765999999996,685.1840000000001,2093.1600000000008,72.103,0.0,0.0,91.237,0.0,0.0,19586.765999999996,29.197000000000003,0.0
182,AS14.03,2014-04-04,7.8,0.0,1.0,0.0871065604162596,3231.4439988136282,0,3,617.0930000000001,804.0910000000001,1371.5649999999998,47.284,0.0,6.163,902.67,0.0,0.0,617.0930000000001,0.0,0.0
183,AS14.03,2014-04-05,7.6,1.0,1.0,0.11442793762963627,3852.661998987194,6,0,263.05899999999997,1110.404,2295.814,0.0,0.0,106.486,60.862,0.0,19.695999999999998,263.05899999999997,0.0,0.0
184,AS14.03,2014-04-06,6.8,0.0,1.0,0.07677201548523706,6028.5489985942895,0,0,11.062999999999999,730.3430000000001,4234.200000000002,0.0,0.0,0.0,1024.5929999999998,0.0,0.0,11.062999999999999,0.0,0.0
185,AS14.03,2014-04-07,7.4,0.0,1.0,0.1440639367890296,5035.644999742506,2,0,596.011,1787.4450000000002,2513.8120000000004,88.197,0.0,124.68099999999998,72.082,0.0,0.0,596.011,0.0,0.0
186,AS14.03,2014-04-08,7.4,0.0,1.0,0.10383088896536453,4475.891999959949,2,1,873.5300000000003,683.364,1307.637,27.089,0.0,1494.864,70.913,0.0,0.0,873.5300000000003,0.0,0.0
187,AS14.03,2014-04-09,7.8,1.0,1.0,0.0921222333052219,1773.7219996452322,0,0,23.843000000000004,763.865,984.3599999999999,31.735,0.0,16.27,74.42,0.0,0.0,23.843000000000004,0.0,0.0
188,AS14.03,2014-04-10,7.4,0.0,1.0,0.10806639911519449,7018.26100134849,0,2,103.68900000000001,1778.979000000001,2776.328000000001,0.0,0.0,5.217,95.09199999999998,13.22,0.0,103.68900000000001,0.0,0.0
189,AS14.03,2014-04-11,7.6,0.0,1.0,0.12018808327176551,4983.920999288563,0,0,102.15899999999998,1698.8979999999995,3128.489,17.149,0.0,9.16,354.09200000000004,0.0,0.0,102.15899999999998,4.513,0.0
190,AS14.03,2014-04-12,7.666666666666667,0.0,1.0,0.12703734227128452,2492.8179993629456,6,0,19477.058999999994,229.64799999999997,12054.726,0.0,0.0,0.0,1072.4770000000003,0.0,0.0,19477.058999999994,9.33,0.0
191,AS14.03,2014-04-13,7.4,0.0,1.0,0.07813754216620178,7752.552998781202,1,1,1391.461,2391.052,3217.933999999999,0.0,0.0,643.7559999999999,4335.307,0.0,0.0,1391.461,0.0,0.0
192,AS14.03,2014-04-14,7.0,0.0,1.0,0.09289626571780712,4230.447000265119,0,1,1808.078,3571.2169999999996,1152.6689999999999,28.19,0.0,8.073,58.007999999999996,41.364999999999995,0.0,1808.078,17.303,0.0
193,AS14.03,2014-04-15,7.6,0.0,1.0,0.1195549985213913,3964.7849981784825,6,0,726.4999999999998,2245.302,1850.041999999999,0.0,0.0,6.025,100.235,0.0,0.0,726.4999999999998,0.0,0.0
194,AS14.03,2014-04-16,8.0,1.0,1.0,0.11476816921494713,5334.567000150679,2,0,244.23899999999998,1454.3010000000002,3481.0639999999985,18.113,0.0,33.186,175.38,0.0,0.0,244.23899999999998,7.662,0.0
195,AS14.03,2014-04-17,7.25,0.0,1.0,0.14085924635236632,5006.50600028038,4,2,1816.3600000000004,2048.2859999999996,1159.7849999999999,172.576,0.0,0.0,167.09599999999998,0.0,0.0,1816.3600000000004,31.331,0.0
196,AS14.03,2014-04-18,7.5,0.0,1.0,0.07387608289940913,6253.73700046539,6,0,1751.578,1206.113,4304.597000000001,0.0,0.0,183.844,47.282,0.0,0.0,1751.578,7.954,0.0
197,AS14.03,2014-04-19,7.8,1.0,1.0,0.20822977708940202,1441.918000221252,4,1,117.62400000000001,1155.1889999999999,66.70499999999998,0.0,0.0,0.0,53.494,0.0,69.034,117.62400000000001,0.0,0.0
198,AS14.03,2014-04-20,7.5,0.0,1.0,0.14685263722394684,3489.1269993782043,3,2,489.67200000000014,993.986,1528.4879999999998,0.0,0.0,0.0,49.111000000000004,0.0,26.617,489.67200000000014,0.0,0.0
199,AS14.03,2014-04-21,7.4,0.0,1.0,0.020845805030771478,6019.938000440603,3,0,723.0600000000001,242.13600000000002,4016.5240000000003,23.194,0.0,0.0,1681.297,0.0,167.219,723.0600000000001,5.461,0.0
200,AS14.03,2014-04-22,7.6,0.0,1.0,0.09285561446082308,3493.391000270843,0,0,126.09400000000002,1806.5019999999995,2342.3849999999993,0.0,0.0,39.547999999999995,73.491,0.0,0.0,126.09400000000002,0.0,0.0
